alarm_id,timestamp,site_id,severity,alarm_type,description
ALM_279,2025-01-01 09:15:00,SITE_29,major,POWER_FAIL,Auto-generated dummy alarm
ALM_280,2025-01-03 06:15:00,SITE_45,major,LINK_DOWN,Auto-generated dummy alarm
ALM_281,2025-01-02 14:30:00,SITE_13,major,LINK_DOWN,Auto-generated dummy alarm
ALM_282,2025-01-01 13:30:00,SITE_16,major,POWER_FAIL,Auto-generated dummy alarm
ALM_283,2025-01-02 13:45:00,SITE_45,major,CPRI_LOS,Auto-generated dummy alarm
ALM_284,2025-01-03 02:30:00,SITE_18,critical,CPRI_LOS,Auto-generated dummy alarm
ALM_285,2025-01-03 15:30:00,SITE_19,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_286,2025-01-02 04:00:00,SITE_41,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_287,2025-01-01 17:30:00,SITE_41,critical,CPRI_LOS,Auto-generated dummy alarm
ALM_288,2025-01-02 15:30:00,SITE_29,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_289,2025-01-01 16:45:00,SITE_6,major,POWER_FAIL,Auto-generated dummy alarm
ALM_290,2025-01-03 05:00:00,SITE_12,critical,VSWR_HIGH,Auto-generated dummy alarm
ALM_291,2025-01-03 21:00:00,SITE_24,minor,POWER_FAIL,Auto-generated dummy alarm
ALM_292,2025-01-01 21:00:00,SITE_17,major,POWER_FAIL,Auto-generated dummy alarm
ALM_293,2025-01-02 19:15:00,SITE_8,major,CPRI_LOS,Auto-generated dummy alarm
ALM_294,2025-01-01 18:00:00,SITE_49,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_295,2025-01-03 23:15:00,SITE_24,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_296,2025-01-01 01:45:00,SITE_17,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_297,2025-01-03 10:00:00,SITE_24,minor,POWER_FAIL,Auto-generated dummy alarm
ALM_298,2025-01-03 00:45:00,SITE_41,major,CPRI_LOS,Auto-generated dummy alarm
ALM_299,2025-01-02 05:45:00,SITE_31,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_300,2025-01-02 04:15:00,SITE_42,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_301,2025-01-02 14:30:00,SITE_42,major,CPRI_LOS,Auto-generated dummy alarm
ALM_302,2025-01-01 17:45:00,SITE_3,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_303,2025-01-03 15:00:00,SITE_8,critical,VSWR_HIGH,Auto-generated dummy alarm
ALM_304,2025-01-03 20:45:00,SITE_9,major,LINK_DOWN,Auto-generated dummy alarm
ALM_305,2025-01-02 23:15:00,SITE_43,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_306,2025-01-01 19:45:00,SITE_27,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_307,2025-01-03 14:30:00,SITE_40,major,POWER_FAIL,Auto-generated dummy alarm
ALM_308,2025-01-01 04:00:00,SITE_45,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_309,2025-01-03 08:45:00,SITE_29,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_310,2025-01-01 12:30:00,SITE_44,major,POWER_FAIL,Auto-generated dummy alarm
ALM_311,2025-01-01 07:45:00,SITE_26,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_312,2025-01-01 15:30:00,SITE_30,critical,VSWR_HIGH,Auto-generated dummy alarm
ALM_313,2025-01-01 02:30:00,SITE_4,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_314,2025-01-01 16:00:00,SITE_37,critical,CPRI_LOS,Auto-generated dummy alarm
ALM_315,2025-01-03 22:45:00,SITE_14,minor,VSWR_HIGH,Auto-generated dummy alarm
ALM_316,2025-01-02 05:45:00,SITE_22,critical,CPRI_LOS,Auto-generated dummy alarm
ALM_317,2025-01-02 11:15:00,SITE_10,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_318,2025-01-01 22:15:00,SITE_8,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_319,2025-01-01 16:45:00,SITE_1,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_320,2025-01-02 17:15:00,SITE_2,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_321,2025-01-01 06:30:00,SITE_9,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_322,2025-01-03 19:15:00,SITE_8,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_323,2025-01-03 12:45:00,SITE_29,major,CPRI_LOS,Auto-generated dummy alarm
ALM_324,2025-01-03 09:45:00,SITE_33,critical,CPRI_LOS,Auto-generated dummy alarm
ALM_325,2025-01-03 18:30:00,SITE_20,major,CPRI_LOS,Auto-generated dummy alarm
ALM_326,2025-01-01 07:45:00,SITE_31,major,LINK_DOWN,Auto-generated dummy alarm
ALM_327,2025-01-01 13:45:00,SITE_32,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_328,2025-01-01 09:15:00,SITE_6,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_329,2025-01-01 08:15:00,SITE_9,major,POWER_FAIL,Auto-generated dummy alarm
ALM_330,2025-01-03 00:45:00,SITE_39,minor,POWER_FAIL,Auto-generated dummy alarm
ALM_331,2025-01-03 10:00:00,SITE_33,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_332,2025-01-01 12:30:00,SITE_45,critical,VSWR_HIGH,Auto-generated dummy alarm
ALM_333,2025-01-03 07:00:00,SITE_29,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_334,2025-01-02 19:15:00,SITE_30,major,LINK_DOWN,Auto-generated dummy alarm
ALM_335,2025-01-01 12:00:00,SITE_21,major,POWER_FAIL,Auto-generated dummy alarm
ALM_336,2025-01-02 08:30:00,SITE_24,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_337,2025-01-01 08:30:00,SITE_6,critical,CPRI_LOS,Auto-generated dummy alarm
ALM_338,2025-01-03 07:15:00,SITE_7,minor,POWER_FAIL,Auto-generated dummy alarm
ALM_339,2025-01-01 16:30:00,SITE_36,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_340,2025-01-01 15:30:00,SITE_27,major,LINK_DOWN,Auto-generated dummy alarm
ALM_341,2025-01-01 06:30:00,SITE_19,minor,POWER_FAIL,Auto-generated dummy alarm
ALM_342,2025-01-02 21:00:00,SITE_7,minor,VSWR_HIGH,Auto-generated dummy alarm
ALM_343,2025-01-01 19:45:00,SITE_43,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_344,2025-01-01 13:45:00,SITE_23,minor,POWER_FAIL,Auto-generated dummy alarm
ALM_345,2025-01-01 14:30:00,SITE_49,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_346,2025-01-03 06:45:00,SITE_36,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_347,2025-01-02 10:00:00,SITE_2,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_348,2025-01-02 15:30:00,SITE_22,major,CPRI_LOS,Auto-generated dummy alarm
ALM_349,2025-01-01 23:00:00,SITE_10,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_350,2025-01-01 08:45:00,SITE_10,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_351,2025-01-01 11:30:00,SITE_48,minor,VSWR_HIGH,Auto-generated dummy alarm
ALM_352,2025-01-03 00:00:00,SITE_27,major,POWER_FAIL,Auto-generated dummy alarm
ALM_353,2025-01-01 20:00:00,SITE_24,major,POWER_FAIL,Auto-generated dummy alarm
ALM_354,2025-01-01 10:45:00,SITE_4,critical,VSWR_HIGH,Auto-generated dummy alarm
ALM_355,2025-01-01 06:15:00,SITE_44,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_356,2025-01-03 08:30:00,SITE_43,major,LINK_DOWN,Auto-generated dummy alarm
ALM_357,2025-01-03 08:30:00,SITE_27,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_358,2025-01-03 17:30:00,SITE_8,major,LINK_DOWN,Auto-generated dummy alarm
ALM_359,2025-01-01 14:00:00,SITE_19,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_360,2025-01-03 19:15:00,SITE_43,major,CPRI_LOS,Auto-generated dummy alarm
ALM_361,2025-01-02 04:00:00,SITE_26,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_362,2025-01-01 00:45:00,SITE_14,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_363,2025-01-01 17:30:00,SITE_49,major,POWER_FAIL,Auto-generated dummy alarm
ALM_364,2025-01-02 17:45:00,SITE_8,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_365,2025-01-03 07:00:00,SITE_12,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_366,2025-01-03 20:00:00,SITE_46,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_367,2025-01-01 09:00:00,SITE_26,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_368,2025-01-03 07:45:00,SITE_2,major,CPRI_LOS,Auto-generated dummy alarm
ALM_369,2025-01-02 16:00:00,SITE_37,major,LINK_DOWN,Auto-generated dummy alarm
ALM_370,2025-01-03 05:15:00,SITE_19,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_371,2025-01-01 02:30:00,SITE_21,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_372,2025-01-02 22:15:00,SITE_6,major,CPRI_LOS,Auto-generated dummy alarm
ALM_373,2025-01-02 07:00:00,SITE_28,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_374,2025-01-03 19:00:00,SITE_6,major,POWER_FAIL,Auto-generated dummy alarm
ALM_375,2025-01-02 19:15:00,SITE_15,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_376,2025-01-01 09:45:00,SITE_33,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_377,2025-01-03 19:45:00,SITE_33,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_378,2025-01-02 20:45:00,SITE_47,minor,VSWR_HIGH,Auto-generated dummy alarm
ALM_379,2025-01-02 06:00:00,SITE_7,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_380,2025-01-02 01:15:00,SITE_12,minor,VSWR_HIGH,Auto-generated dummy alarm
ALM_381,2025-01-01 09:30:00,SITE_12,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_382,2025-01-03 11:15:00,SITE_49,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_383,2025-01-02 17:15:00,SITE_41,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_384,2025-01-03 08:15:00,SITE_5,major,LINK_DOWN,Auto-generated dummy alarm
ALM_385,2025-01-02 14:45:00,SITE_18,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_386,2025-01-02 21:00:00,SITE_33,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_387,2025-01-03 11:00:00,SITE_29,critical,CPRI_LOS,Auto-generated dummy alarm
ALM_388,2025-01-02 23:00:00,SITE_19,critical,CPRI_LOS,Auto-generated dummy alarm
ALM_389,2025-01-03 16:45:00,SITE_25,major,CPRI_LOS,Auto-generated dummy alarm
ALM_390,2025-01-03 09:30:00,SITE_37,minor,VSWR_HIGH,Auto-generated dummy alarm
ALM_391,2025-01-02 17:00:00,SITE_39,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_392,2025-01-01 07:45:00,SITE_29,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_393,2025-01-01 10:45:00,SITE_33,minor,VSWR_HIGH,Auto-generated dummy alarm
ALM_394,2025-01-01 05:00:00,SITE_16,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_395,2025-01-03 08:00:00,SITE_34,minor,VSWR_HIGH,Auto-generated dummy alarm
ALM_396,2025-01-02 22:30:00,SITE_24,major,LINK_DOWN,Auto-generated dummy alarm
ALM_397,2025-01-03 04:15:00,SITE_50,major,CPRI_LOS,Auto-generated dummy alarm
ALM_398,2025-01-02 18:45:00,SITE_5,major,CPRI_LOS,Auto-generated dummy alarm
ALM_399,2025-01-03 23:15:00,SITE_44,major,POWER_FAIL,Auto-generated dummy alarm
ALM_400,2025-01-02 08:15:00,SITE_47,minor,VSWR_HIGH,Auto-generated dummy alarm
ALM_401,2025-01-02 18:30:00,SITE_6,minor,VSWR_HIGH,Auto-generated dummy alarm
ALM_402,2025-01-02 20:45:00,SITE_20,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_403,2025-01-01 16:30:00,SITE_39,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_404,2025-01-02 15:30:00,SITE_36,major,POWER_FAIL,Auto-generated dummy alarm
ALM_405,2025-01-01 16:15:00,SITE_43,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_406,2025-01-03 06:00:00,SITE_33,major,CPRI_LOS,Auto-generated dummy alarm
ALM_407,2025-01-02 22:15:00,SITE_20,critical,VSWR_HIGH,Auto-generated dummy alarm
ALM_408,2025-01-02 19:30:00,SITE_50,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_409,2025-01-02 04:45:00,SITE_9,critical,CPRI_LOS,Auto-generated dummy alarm
ALM_410,2025-01-02 13:45:00,SITE_7,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_411,2025-01-02 19:00:00,SITE_50,minor,VSWR_HIGH,Auto-generated dummy alarm
ALM_412,2025-01-03 00:00:00,SITE_10,critical,VSWR_HIGH,Auto-generated dummy alarm
ALM_413,2025-01-01 21:00:00,SITE_47,major,CPRI_LOS,Auto-generated dummy alarm
ALM_414,2025-01-03 04:30:00,SITE_24,minor,VSWR_HIGH,Auto-generated dummy alarm
ALM_415,2025-01-03 08:45:00,SITE_40,major,LINK_DOWN,Auto-generated dummy alarm
ALM_416,2025-01-02 05:45:00,SITE_35,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_417,2025-01-03 12:00:00,SITE_13,major,LINK_DOWN,Auto-generated dummy alarm
ALM_418,2025-01-03 11:00:00,SITE_50,major,LINK_DOWN,Auto-generated dummy alarm
ALM_419,2025-01-03 16:15:00,SITE_34,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_420,2025-01-02 01:30:00,SITE_39,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_421,2025-01-01 06:30:00,SITE_42,major,POWER_FAIL,Auto-generated dummy alarm
ALM_422,2025-01-03 22:45:00,SITE_7,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_423,2025-01-02 12:15:00,SITE_6,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_424,2025-01-03 09:30:00,SITE_33,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_425,2025-01-01 11:30:00,SITE_15,major,POWER_FAIL,Auto-generated dummy alarm
ALM_426,2025-01-01 03:15:00,SITE_27,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_427,2025-01-03 16:15:00,SITE_24,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_428,2025-01-01 10:15:00,SITE_24,critical,CPRI_LOS,Auto-generated dummy alarm
ALM_429,2025-01-02 16:45:00,SITE_7,minor,POWER_FAIL,Auto-generated dummy alarm
ALM_430,2025-01-01 18:30:00,SITE_9,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_431,2025-01-03 12:15:00,SITE_45,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_432,2025-01-03 09:15:00,SITE_40,critical,CPRI_LOS,Auto-generated dummy alarm
ALM_433,2025-01-01 02:15:00,SITE_17,critical,VSWR_HIGH,Auto-generated dummy alarm
ALM_434,2025-01-03 22:00:00,SITE_47,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_435,2025-01-01 14:00:00,SITE_50,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_436,2025-01-02 14:30:00,SITE_8,critical,VSWR_HIGH,Auto-generated dummy alarm
ALM_437,2025-01-03 05:30:00,SITE_41,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_438,2025-01-01 08:00:00,SITE_8,major,CPRI_LOS,Auto-generated dummy alarm
ALM_439,2025-01-03 17:45:00,SITE_37,critical,VSWR_HIGH,Auto-generated dummy alarm
ALM_440,2025-01-02 13:15:00,SITE_28,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_441,2025-01-02 06:45:00,SITE_37,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_442,2025-01-01 10:45:00,SITE_34,major,CPRI_LOS,Auto-generated dummy alarm
ALM_443,2025-01-03 19:15:00,SITE_35,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_444,2025-01-03 01:45:00,SITE_31,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_445,2025-01-02 23:45:00,SITE_17,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_446,2025-01-02 21:30:00,SITE_5,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_447,2025-01-01 13:15:00,SITE_50,minor,POWER_FAIL,Auto-generated dummy alarm
ALM_448,2025-01-01 17:00:00,SITE_3,major,POWER_FAIL,Auto-generated dummy alarm
ALM_449,2025-01-01 22:15:00,SITE_50,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_450,2025-01-03 13:15:00,SITE_41,critical,VSWR_HIGH,Auto-generated dummy alarm
ALM_451,2025-01-01 08:00:00,SITE_46,major,CPRI_LOS,Auto-generated dummy alarm
ALM_452,2025-01-02 13:30:00,SITE_13,critical,VSWR_HIGH,Auto-generated dummy alarm
ALM_453,2025-01-01 05:15:00,SITE_21,major,LINK_DOWN,Auto-generated dummy alarm
ALM_454,2025-01-03 21:30:00,SITE_31,major,CPRI_LOS,Auto-generated dummy alarm
ALM_455,2025-01-02 00:15:00,SITE_19,major,CPRI_LOS,Auto-generated dummy alarm
ALM_456,2025-01-02 18:15:00,SITE_18,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_457,2025-01-03 07:45:00,SITE_26,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_458,2025-01-03 01:15:00,SITE_22,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_459,2025-01-03 15:30:00,SITE_24,minor,POWER_FAIL,Auto-generated dummy alarm
ALM_460,2025-01-01 10:30:00,SITE_47,major,CPRI_LOS,Auto-generated dummy alarm
ALM_461,2025-01-03 07:00:00,SITE_39,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_462,2025-01-02 17:00:00,SITE_7,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_463,2025-01-02 13:45:00,SITE_20,major,LINK_DOWN,Auto-generated dummy alarm
ALM_464,2025-01-01 21:15:00,SITE_45,major,POWER_FAIL,Auto-generated dummy alarm
ALM_465,2025-01-03 09:00:00,SITE_3,minor,POWER_FAIL,Auto-generated dummy alarm
ALM_466,2025-01-03 07:30:00,SITE_18,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_467,2025-01-01 09:30:00,SITE_43,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_468,2025-01-02 22:30:00,SITE_33,minor,VSWR_HIGH,Auto-generated dummy alarm
ALM_469,2025-01-01 03:45:00,SITE_10,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_470,2025-01-01 04:15:00,SITE_9,critical,VSWR_HIGH,Auto-generated dummy alarm
ALM_471,2025-01-02 22:45:00,SITE_24,major,CPRI_LOS,Auto-generated dummy alarm
ALM_472,2025-01-01 19:30:00,SITE_44,major,POWER_FAIL,Auto-generated dummy alarm
ALM_473,2025-01-02 23:30:00,SITE_29,critical,VSWR_HIGH,Auto-generated dummy alarm
ALM_474,2025-01-03 19:45:00,SITE_24,major,POWER_FAIL,Auto-generated dummy alarm
ALM_475,2025-01-02 11:30:00,SITE_16,critical,CPRI_LOS,Auto-generated dummy alarm
ALM_476,2025-01-01 23:45:00,SITE_32,minor,LINK_DOWN,Auto-generated dummy alarm
ALM_477,2025-01-03 23:45:00,SITE_8,major,POWER_FAIL,Auto-generated dummy alarm
ALM_478,2025-01-03 09:00:00,SITE_14,minor,POWER_FAIL,Auto-generated dummy alarm
ALM_479,2025-01-03 14:45:00,SITE_13,critical,VSWR_HIGH,Auto-generated dummy alarm
ALM_480,2025-01-01 09:15:00,SITE_29,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_481,2025-01-01 11:00:00,SITE_44,major,POWER_FAIL,Auto-generated dummy alarm
ALM_482,2025-01-01 08:15:00,SITE_36,minor,POWER_FAIL,Auto-generated dummy alarm
ALM_483,2025-01-02 14:15:00,SITE_11,minor,VSWR_HIGH,Auto-generated dummy alarm
ALM_484,2025-01-02 22:15:00,SITE_33,critical,CPRI_LOS,Auto-generated dummy alarm
ALM_485,2025-01-02 01:30:00,SITE_9,critical,LINK_DOWN,Auto-generated dummy alarm
ALM_486,2025-01-01 03:15:00,SITE_24,minor,POWER_FAIL,Auto-generated dummy alarm
ALM_487,2025-01-03 11:45:00,SITE_36,critical,CPRI_LOS,Auto-generated dummy alarm
ALM_488,2025-01-01 08:15:00,SITE_20,major,LINK_DOWN,Auto-generated dummy alarm
ALM_489,2025-01-03 19:15:00,SITE_27,major,CPRI_LOS,Auto-generated dummy alarm
ALM_490,2025-01-01 16:00:00,SITE_21,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_491,2025-01-03 09:30:00,SITE_30,minor,POWER_FAIL,Auto-generated dummy alarm
ALM_492,2025-01-01 16:15:00,SITE_50,minor,VSWR_HIGH,Auto-generated dummy alarm
ALM_493,2025-01-01 16:30:00,SITE_28,minor,CPRI_LOS,Auto-generated dummy alarm
ALM_494,2025-01-01 15:45:00,SITE_34,critical,POWER_FAIL,Auto-generated dummy alarm
ALM_495,2025-01-01 21:00:00,SITE_11,major,VSWR_HIGH,Auto-generated dummy alarm
ALM_496,2025-01-02 20:15:00,SITE_34,major,CPRI_LOS,Auto-generated dummy alarm
ALM_497,2025-01-02 08:00:00,SITE_13,minor,POWER_FAIL,Auto-generated dummy alarm
ALM_498,2025-01-01 16:00:00,SITE_41,major,CPRI_LOS,Auto-generated dummy alarm
ALM_499,2025-01-03 16:15:00,SITE_42,critical,VSWR_HIGH,Auto-generated dummy alarm
